id,strava_activity_id,activity_name,is_parkrun,distance_km,pace_min_per_km,elevation_gain,day_of_week,hour,month,contains_parkrun,contains_marathon,contains_half,contains_ultra,contains_fun_run,name_length,is_5k,is_10k,is_half_marathon,is_marathon,is_ultra,coord_count,day_of_week,day_0,day_1,day_2,day_3,day_4,day_5,day_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_other
4391,10039340159,BBBrun 2023,False,10.064,4.918521462639109,36.0,6,7,10,0,0,0,0,0,11,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
3120,10039317529,BBBRun,False,9.963,4.095152062631738,35.0,6,7,10,0,0,0,0,0,6,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
667,10033129554,Westerfolds parkrun - 25:59,True,5.0089,5.187433035862831,75.0,5,8,10,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
668,9989738485,Zillmere parkrun - 24:54,True,4.9847,4.998629138497135,29.0,5,7,10,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
3121,9960383293,Woodies Magic Mile,False,1.6534,3.598645215918713,8.0,0,19,10,0,0,0,0,0,18,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
842,9945919872,Camel to Club Bermagui,False,6.8011,4.710022398337523,47.8,5,9,9,0,0,0,0,0,22,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,True,False,False
669,9945783726,Wentworth Common parkrun - 23:20,True,5.0314,4.654105550476342,27.0,5,8,9,1,0,0,0,0,32,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2521,9864079664,Sydney Marathon-1st one so a PB 🤠,False,42.4512,5.239741946831499,297.0,6,7,9,0,1,0,0,0,33,0,0,0,1,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
670,9864061514,Sydney Marathon - 4:27:55,False,42.3574,6.238972804437163,337.0,6,7,9,0,1,0,0,0,25,0,0,0,1,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4392,9863946773,Sydney Marathon 2023,False,40.9799,5.939497168123885,358.4,6,7,9,0,1,0,0,0,20,0,0,0,1,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
843,9863889164,Sydney marathon,False,42.5509,5.223547954724029,411.0,6,7,9,0,1,0,0,0,15,0,0,0,1,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
671,9764685356,Cooks River parkrun - 23:06,True,5.0114,4.612816112596613,29.0,5,8,9,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
844,9764599074,Cookies,True,4.993,4.249282328593363,17.8,5,8,9,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
672,9727172585,Lake Macquarie Half Marathon - 1:43:32,False,21.1835,4.889025263373223,62.0,6,7,8,0,1,1,0,0,38,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
673,9675111978,Avondale University College parkrun - 26:11,True,5.0059,5.247141706120112,14.0,5,8,8,1,0,0,0,0,43,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
845,9675020842,Coombs parky,True,5.0229,4.270441378486532,35.3,5,8,8,0,0,0,0,0,12,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
493,9635739263,City2Surf 2023,False,14.1062,4.398775006734627,203.0,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
674,9635671495,City 2 Surf - 65:16,False,13.955,4.67813209124567,197.0,6,7,8,0,0,0,0,0,19,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4393,9635677998,City2Surf 2023,False,14.054,4.670082064418197,199.9,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
2522,9635876343,City2surf ,False,13.963,4.417627539449498,204.0,6,7,8,0,0,0,0,0,10,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
846,9635709776,City2surf 2023,False,13.9678,4.475770462540033,191.7,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
675,9629114559,East Richmond parkrun - 25:08,True,5.0381,4.9886531298174575,12.0,5,8,8,1,0,0,0,0,29,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
847,9590312700,Bayrun 2023,False,7.1324,4.290280971342045,23.6,6,8,8,0,0,0,0,0,11,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
676,9583973489,Kirkdale Reserve parkrun - 24:06,True,5.0164,4.804242085958058,31.0,5,8,8,1,0,0,0,0,32,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
677,9540023263,Cooks River parkrun - 21:54,True,4.9699,4.406527294311757,23.0,5,8,7,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2523,9502825630,SH 10k,False,10.0697,4.1941004531747055,18.0,6,8,7,0,0,0,0,0,6,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
678,9496367662,The Ponds parkrun - 24:38,True,5.0108999999999995,4.9525368031025705,28.0,5,8,7,1,0,0,0,0,25,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3122,9458705094,Sutherland 2 Surf,False,11.0878,4.186282821359211,72.0,6,7,7,0,0,0,0,0,17,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
679,9408209008,Wildflower parkrun - 26:06,True,4.7764,5.450408955140553,133.0,5,8,7,1,0,0,0,0,26,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
848,9364751629,Panania parky,True,4.924,4.1903601408069315,0.0,5,8,7,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
680,9364778726,Mt Penang parkrun - 23:53,True,4.9399,4.834780731053935,35.0,5,8,7,1,0,0,0,0,25,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2524,9322099097,🚾 PARKRUN,True,5.0192,4.0411486558282865,24.0,5,8,6,1,0,0,0,0,9,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
850,9322479777,Wenty parkrun,True,5.0246,4.159535087370139,18.8,5,8,6,1,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
852,9278902366,Cookies,True,4.974600000000001,4.2482477653144635,17.0,5,8,6,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4419,9279427687,Parramatta Parkrun,True,5.001600000000001,5.085039454041373,12.7,5,8,6,1,0,0,0,0,18,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
854,9248916130,Sri Chinmoy HM Lennox Gardens,False,21.5478,4.600624348348014,56.9,0,9,6,0,0,0,0,0,29,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
681,9235532404,Cooks River parkrun - 24:45,True,5.0317,4.912190048426311,32.0,5,8,6,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
856,9190640764,Dolls Point parkrun,True,4.9758,4.140037782869086,4.8,5,8,6,1,0,0,0,0,19,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
682,9190703177,Cooks River parkrun - 24:27,True,5.0116000000000005,4.88200707691489,23.0,5,8,6,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2525,9153043672,SMC 1/2 ,False,21.1027,4.4591450383126325,82.0,6,7,5,0,0,0,0,0,8,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
683,9146549154,St Peters parkrun - 23:23,True,4.9838000000000005,4.691868320023542,57.0,5,8,5,1,0,0,0,0,25,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
858,9146787464,Sydney Park parkrun,True,4.9497,4.326861560633304,52.3,5,8,5,1,0,0,0,0,19,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
684,9102740008,Greenway parkrun - 25:28,True,5.044899999999999,5.041394940104529,12.0,5,8,5,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
685,9060045716,Cooks River parkrun - 25:03,True,4.980300000000001,5.029817480874645,25.0,5,8,5,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
877,9060138292,Cookies parky,True,4.9578999999999995,4.276003953286674,17.1,5,8,5,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2526,9055514899,UTA22,False,22.9673,7.3829604118318946,997.0,4,6,5,0,0,0,0,0,5,0,0,0,0,0,0,4,False,False,False,False,True,False,False,True,False,False,False,False,False
4179,9023951326,SYDNEY 10KM,False,10.1644,5.158527147036061,101.6,6,7,5,0,0,0,0,0,11,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
686,9024042362,Sydney 10 - 46:37,False,9.9107,4.703670443729168,33.0,6,7,5,0,0,0,0,0,17,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
687,9017644033,Jindabyne Sports & Recreation parkrun,True,5.046,5.446558330030387,91.0,5,8,5,1,0,0,0,0,37,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
688,8974349004,St Peters parkrun - 26:50,True,4.9719,5.396997794270467,56.0,5,8,4,1,0,0,0,0,25,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
879,8974358063,Cookies ,True,4.9666999999999994,4.325474325675668,17.1,5,8,4,0,0,0,0,0,8,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3123,8947286564,MNT Magic Mile,False,1.6932,3.6124891723757777,3.0,0,19,4,0,0,0,0,0,14,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
4180,8897891986,Canberra Marathon,False,42.6131,6.550411336732914,260.9,6,6,4,0,1,0,0,0,17,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
689,8897865626,Canberra Marathon - 3:57:55,False,42.597199999999994,5.582526551040915,327.0,6,6,4,0,1,0,0,0,27,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
4420,8898028091,Westmet Cross Country Heritage Reserve Castle Hill,False,3.3296,5.801497677398686,97.7,5,14,4,0,0,0,0,0,50,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
880,8850461204,Coombs parkrun,True,5.0004,4.396314961469749,34.8,5,8,4,1,0,0,0,0,14,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
690,8815935474,NewRun - Newcastle Hill to Harbour,False,11.8879,4.818625100592479,114.0,6,8,4,0,0,0,0,0,34,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
2527,8809972262,Panania park run ,True,4.9957,4.023460175751146,14.0,5,8,4,1,0,0,0,0,17,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4421,8772199181,Wayne Crandell Memorial Meet 3000m Grass Track run,False,2.8127,5.232220523577583,74.3,5,11,3,0,0,0,0,0,50,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
691,8771226782,Greenway parkrun - 21:34,True,4.9927,4.316301800628918,17.0,5,8,3,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2528,8771452938,Park run ,True,4.9639,4.136532430817167,9.0,5,8,3,1,0,0,0,0,9,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4324,8771155189,Greenway Park Run ,True,4.9978,3.481531874024571,6.0,5,8,3,1,0,0,0,0,18,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2529,8693414486,Australian Alpine Ascent,False,21.3952,6.079245188952039,566.0,5,8,3,0,0,0,0,0,24,0,0,1,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4325,8693411099,Alpine Ascent 22km,False,21.3935,4.857394379912902,526.0,5,8,3,0,0,0,0,0,18,0,0,1,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
692,8654941942,Greenway parkrun - 27:31,True,5.0135,5.485189987035006,13.0,5,8,3,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
882,8654745946,Happy 100 Chrissy greenway,True,5.0036000000000005,4.157006954992405,0.0,5,8,3,0,0,0,0,0,26,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
693,8616585085,Cooks River parkrun - 24:33,True,4.9527,4.960257368034943,27.0,5,8,2,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
494,8583922484,SMC Half Marathon ,False,21.361,4.592481625392069,100.0,6,7,2,0,1,1,0,0,18,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
2530,8586224970,SMC 1/2 marathon- watch failed 😣 ,False,21.2,4.706761006289308,0.0,6,7,2,0,1,0,0,0,33,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
694,8583956953,Sydney Marathon Clinic - SMC Race 6 - 30km,False,30.313,6.033714907795336,140.0,6,6,2,0,1,0,0,0,42,0,0,0,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
695,8539241639,New Farm parkrun,True,4.9575,4.97226424609178,14.0,5,7,2,1,0,0,0,0,16,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
883,8500132027,Cookies 8th birthday,True,5.0006,4.266154728099294,17.2,5,8,2,0,0,0,0,0,20,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4326,8500022420,Sydney Striders 10km Race,False,9.976299999999998,3.651988546187799,63.0,5,7,2,0,0,0,0,0,25,0,1,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
696,8499871958,Sun Run - Dee Why to Manly - 50:38,False,10.0909,5.0177222381882025,104.0,5,6,2,0,0,0,0,0,34,0,1,0,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
884,8424458458,Greenie,True,5.0027,4.121107935048407,0.0,5,8,1,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
697,8387312313,Cooks River parkrun - 23:32,True,5.012899999999999,4.69122996003644,32.0,5,8,1,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
885,8387128422,Cookies,True,4.9857,4.2521611809775965,17.1,5,8,1,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
886,8349307180,Bega parkrun,True,4.963100000000001,4.1338410805074775,9.4,5,8,1,1,0,0,0,0,12,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
887,8313279863,Batemans Bay parkrun,True,4.975,4.197654941373535,9.8,5,8,12,1,0,0,0,0,20,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
698,8313458787,Mudgeeraba parkrun - 23:12,True,5.0043,4.629352090535473,11.0,5,7,12,1,0,0,0,0,26,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
888,8296269323,Inner west beer mile,False,1.6897,3.866564084354224,0.0,1,18,12,0,0,0,0,0,20,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
889,8283456068,Cookies Christmas Eve ,True,4.9719,4.341063443217549,16.8,5,8,12,0,0,0,0,0,22,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
890,8228938594,Defiant cookies parkrun,True,4.9939,4.258528738394174,16.7,5,8,12,1,0,0,0,0,23,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
699,8199333135,Wentworth Common parkrun - 23:05,True,5.0154,4.768645903949171,21.0,5,8,12,1,0,0,0,0,32,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
700,8168039649,Cooks River parkrun - 25:08,True,5.031899999999999,4.998112045151931,33.0,5,8,11,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4394,8136911727,Queenstown Marathon 2022,False,42.4736,5.509304603330069,322.8,5,8,11,0,1,0,0,0,24,0,0,0,1,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
701,8136993560,Morning Run - Stromlo 30km - 3:49:49,False,29.936,7.482629609834313,806.0,5,6,11,0,0,0,0,0,36,0,0,0,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
891,8136806734,Stromlo 30km,False,29.8052,6.074443385717929,821.0,5,6,11,0,0,0,0,0,12,0,0,0,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
702,8103665058,Cooks River parkrun - 27:34,True,5.0276000000000005,5.483066804572095,32.0,5,8,11,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
892,8103546106,Cookies ,True,4.9707,4.342111439703328,16.7,5,8,11,0,0,0,0,0,8,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
703,8068810432,Panania parkrun - 23:51,True,5.0118,4.772071245194674,14.0,5,8,11,1,0,0,0,0,23,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
893,8033834552,Cookies,True,4.9378,4.306911310030108,16.8,5,8,10,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
704,8033929586,Wentworth Common parkrun - 24:42,True,5.0114,4.968671429141557,26.0,5,8,10,1,0,0,0,0,32,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3124,8004082965,Panorama Punish,False,6.1683,5.117563456165664,174.0,6,8,10,0,0,0,0,0,15,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
705,7998708971,Rhodes parkrun - 23:51,True,5.0342,4.734284162991802,13.0,5,8,10,1,0,0,0,0,22,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
706,7963609722,Greenway parkrun - 27:34,True,5.0246,5.479706510634346,36.0,5,8,10,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
894,7963368834,Orange parkrun,True,4.9965,4.33303312318623,21.7,5,8,10,1,0,0,0,0,14,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
707,7933002497,BBBRun 10km 2022 - 48:31,False,10.0126,4.868865229810439,32.0,6,7,10,0,0,0,0,0,24,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
708,7927382869,Cooks River parkrun - 31:08,True,5.014,6.202632628639808,30.0,5,8,10,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4181,7896871163,Melbourne Marathon Festival - 21km,False,21.6072,5.4781122341935395,96.5,6,8,10,0,1,0,0,0,34,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
895,7891792415,Reboot in Bermagui,False,5.9932,4.616342966473114,30.3,5,9,10,0,0,0,0,0,18,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,True,False,False
709,7891417774,Sandgate parkrun - 22:59,True,4.9983,4.594895597836597,21.0,5,7,10,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
495,7825098824,Blackmores Bridge Run,False,10.388,4.457065845206007,120.9,6,8,9,0,0,0,0,0,21,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
896,7825338067,Sydney marathon,False,42.7852,5.31531152516914,434.2,6,7,9,0,1,0,0,0,15,0,0,0,1,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
710,7824814496,Blackmores Half Marathon - 1:54:25,False,21.1539,5.340228830932673,142.0,6,6,9,0,1,1,0,0,34,0,0,1,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
711,7819449355,Cooks River parkrun - 28:58,True,5.0443,5.742455180434682,56.0,5,8,9,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
897,7781866410,Ginninderra parkrun - 150!!,True,4.9908,4.348000320589885,24.8,5,8,9,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
712,7782003649,Cooks River parkrun - 24:04,True,5.0226999999999995,4.7583968781730945,34.0,5,8,9,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4327,7749870404,Sydney Half Marathon ,False,21.2799,3.772730761579393,109.0,6,6,9,0,1,1,0,0,21,0,0,1,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
898,7744620339,Greenway parkrun - #149,True,4.9808,4.263036727701039,0.0,5,8,9,1,0,0,0,0,23,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
713,7705302203,New Farm parkrun - 22:54,True,4.9731000000000005,4.6047736824113725,8.0,5,7,8,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
4328,7696731222,3km TT with extras! ,False,3.1481,3.5894666624313083,19.0,3,19,8,0,0,0,0,0,20,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True
899,7672177896,Bayrun 2022,False,6.7778,4.281133504480313,25.3,6,8,8,0,0,0,0,0,11,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
714,7633741640,City 2 Surf - 69:18,False,13.8983,4.997014023297814,216.0,6,8,8,0,0,0,0,0,19,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
900,7633643076,City2surf 2022,False,13.9182,4.555186733916742,189.1,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4329,7633648482,City to Surf,False,14.1068,3.6755323673689286,205.0,6,7,8,0,0,0,0,0,12,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
715,7627963713,Cook River parkrun - 28:01,True,4.9954,5.631847966796119,34.0,5,8,8,1,0,0,0,0,26,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
716,7589013320,Cooks River Parkrun - 26:38,True,5.004899999999999,5.364742552298749,29.0,5,8,8,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
717,7550442812,Cooks River parkrun - 24:15,True,5.001399999999999,4.851974780394823,35.0,5,8,7,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
901,7551017323,Outback marathon,False,42.1499,5.616067100198735,176.6,5,7,7,0,1,0,0,0,16,0,0,0,1,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
4330,7517852587,Sydney Harbour 10,False,10.0918,3.63331285466088,20.0,6,8,7,0,0,0,0,0,17,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
718,7512113447,Cooks River Parkrun - 23:35,True,4.9723999999999995,4.746199018582576,23.0,5,8,7,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
719,7480588542,Sutherland 2 Surf - 51:59,False,11.1299,4.673596947561673,78.0,6,7,7,0,0,0,0,0,25,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4331,7480721645,Sutherland to Surf ,False,11.1361,3.6308342537632856,75.0,6,7,7,0,0,0,0,0,19,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
902,7475049068,Wentworth parkrun,True,5.0017,4.215233487280991,20.9,5,8,7,1,0,0,0,0,17,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
720,7437309517,Greenway parkrun - 22:28,True,4.9811000000000005,4.517074541767882,9.0,5,8,7,1,0,0,0,0,24,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
903,7437376728,Greenway parkrun,True,5.004899999999999,4.192557959865999,0.0,5,8,7,1,0,0,0,0,16,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
904,7400201757,Rhodes parkrun,True,4.9778,4.322525345868991,6.9,5,8,7,1,0,0,0,0,14,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4332,7399653791,Gold Coast 1/2 Marathon ,False,21.204,3.824750047160913,51.0,5,6,7,0,1,0,0,0,24,0,0,1,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
3125,7391792948,Woodies Magic Mile,False,1.5976,3.484393256551494,7.0,3,19,6,0,0,0,0,0,18,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True
721,7363422066,Cooks River Parkrun - 22:41,True,5.0265,4.512749096455453,26.0,5,8,6,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3126,7331423938,Cooks River 10K,False,9.923,4.120057778225671,35.0,6,9,6,0,0,0,0,0,15,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
4333,7331408119,Cooks River Fun Run ,False,9.9798,3.7191794090729946,29.7,6,9,6,0,0,0,0,1,20,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
722,7325909452,St Peters parkrun - 28:39,True,5.0027,5.753559744404688,61.0,5,8,6,1,0,0,0,0,25,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
723,7287943637,Cooks River Parkrun - 24:15,True,4.9998000000000005,4.85019400776031,36.0,5,8,6,1,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
724,7256039102,Wollongong 10km - 48:30,False,10.0119,4.8675409595914205,49.0,6,7,6,0,0,0,0,0,23,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4334,7256041279,Wollongong Running Festival ,False,9.9789,3.851459913751349,44.7,6,7,6,0,0,0,0,0,28,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
905,7250369697,Cookies,True,4.967899999999999,4.274106429946927,16.8,5,8,6,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3127,7250198119,Striders Lane Cove 10k,False,9.755,4.180762002391935,121.0,5,7,6,0,0,0,0,0,22,0,1,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
4422,7213919665,Rydalmere Westmet Road Run,False,4.218100000000001,4.994349746726408,2.6,5,14,5,0,0,0,0,0,26,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
725,7213183840,Morning Run - Cooks River Parkrun - 24:40,True,4.9807,4.9491035396631,27.0,5,8,5,1,0,0,0,0,41,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
